site_id,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,apprEndDat,lionversion,segment_count,mapped_length_source_units,program_type,weekly_approved_hours,approved_days_per_week,invalid_time_records,approved_start_date,approved_end_date,listed_period_days,approved_open_days_over_period,total_approved_hours,total_hours_flag,geometry_wkt
OS110,Muscota New School/Amistad,ACADEMY STREET,Manhattan,BROADWAY,VERMILYEA AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,,,,,09/05/2024,06/27/2025,23C,1,393.17947635,Full Closure: Schools,17.5,5,0,2024-09-05,2025-06-27,296,212,742.0,ok,"LINESTRING (-73.924384 40.865365, -73.925004 40.866337)"
OS111,School in the Square,COOPER STREET,Manhattan,WEST 207 STREET,ISHAM STREET,"mon,tue,fri",approvedFullSchools,10:00,13:00,10:00,13:00,,,,,10:00,13:00,,,,,07/01/2024,06/27/2025,23C,1,430.089003553,Full Closure: Schools,9.0,3,0,2024-07-01,2025-06-27,362,156,468.0,ok,"LINESTRING (-73.921726 40.868497, -73.92032 40.869)"
OS112,P.S. 012 James B. Colgate,72 STREET,Queens,WOODSIDE AVENUE,43 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,,,,,09/05/2024,06/27/2025,23C,1,262.40248255,Full Closure: Schools,35.0,5,0,2024-09-05,2025-06-27,296,212,1484.0,ok,"LINESTRING (-73.892821 40.742741, -73.89266 40.742031)"
OS113,"Korean Art Forum, Inc (aka. Korea Art Forum)",62 STREET,Queens,WOODSIDE AVENUE,DEAD END,sun,approvedFull,,,,,,,,,,,,,12:00,18:00,03/31/2024,04/21/2024,23C,1,168.327470091,Full Closure,6.0,1,0,2024-03-31,2024-04-21,22,4,24.0,ok,"LINESTRING (-73.902428 40.74507, -73.902626 40.744633)"
OS114,Thai Community USA NYC,WOODSIDE AVENUE,Queens,76 STREET,79 STREET,sat,approvedFull,,,,,,,,,,,11:30,19:30,,,04/20/2024,11/02/2024,23C,3,750.4135539690001,Full Closure,8.0,1,0,2024-04-20,2024-11-02,197,29,232.0,ok,"MULTILINESTRING ((-73.88887 40.743399, -73.887987 40.743548), (-73.887987 40.743548, -73.887098 40.743676), (-73.887098 40.743676, -73.886208 40.743775))"
OS115,PS89Q: The Jose Peralta School of Dreamers (24Q089),BRITTON AVENUE,Queens,HAMPTON STREET,GLEANE STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:45,14:10,07:45,14:10,07:45,14:10,07:45,14:10,07:45,14:10,,,,,07/05/2024,06/27/2025,23C,3,767.944120677,Full Closure: Schools,32.083333333333336,5,0,2024-07-05,2025-06-27,358,256,1642.6666666666667,ok,"LINESTRING (-73.880284 40.745835, -73.879818 40.746442)"
OS116,Moving Up Children Center,94 STREET,Queens,BENHAM STREET,40 DRIVE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,,,,,09/05/2024,06/27/2025,23C,1,183.091180888,Full Closure: Schools,20.0,5,0,2024-09-05,2025-06-27,296,212,848.0,ok,"LINESTRING (-73.872068 40.747481, -73.871964 40.746984)"
OS117,Leaders In Our Neighborhood Charter School,LONGFELLOW AVENUE,Bronx,LAFAYETTE AVENUE,SPOFFORD AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,11:00,13:00,11:00,13:00,11:00,13:00,11:00,13:00,11:00,13:00,,,,,09/05/2024,06/27/2025,23C,1,849.810437613,Full Closure: Schools,10.0,5,0,2024-09-05,2025-06-27,296,212,424.0,ok,"LINESTRING (-73.884642 40.814782, -73.88524 40.81707)"
OS118,Caldwell Enrichment Program Inc.,JENNINGS STREET,Bronx,PROSPECT AVENUE,CHISHOLM STREET,"mon,tue,wed,thu,fri,sat",approvedFull,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,13:00,19:00,,,06/08/2024,10/31/2024,23C,1,228.944896631,Full Closure,46.0,6,0,2024-06-08,2024-10-31,146,125,958.0,ok,"LINESTRING (-73.896692 40.831966, -73.895872 40.832048)"
OS119,PS 59 Community School of Technology,BATHGATE AVENUE,Bronx,EAST 182 STREET,EAST 181 STREET,mon,approvedFullSchools,07:30,16:30,,,,,,,,,,,,,09/05/2024,06/27/2025,23C,1,603.261351876,Full Closure: Schools,9.0,1,0,2024-09-05,2025-06-27,296,42,378.0,ok,"LINESTRING (-73.894318 40.851891, -73.893071 40.85325)"
OS120,P.S. 32 The Belmont School,BEAUMONT AVENUE,Bronx,EAST 183 STREET,GROTE STREET,tue,approvedFullSchools,,,08:00,16:00,,,,,,,,,,,03/01/2024,06/27/2025,23C,1,317.226494344,Full Closure: Schools,8.0,1,0,2024-03-01,2025-06-27,484,69,552.0,ok,"LINESTRING (-73.885951 40.851184, -73.885543 40.851998)"
OS121,I AM MY COMMUNITY INC,EVELYN PLACE,Bronx,GRAND AVENUE,AQUEDUCT AVENUE EAST,"mon,tue,wed,thu,fri,sat,sun",approvedFull,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,05/11/2024,11/30/2024,23C,1,280.375172245,Full Closure,91.0,7,0,2024-05-11,2024-11-30,204,204,2652.0,ok,"LINESTRING (-73.90533 40.859644, -73.906252 40.859962)"
OS122,Public School 363 (10X363/APLE),FIELD PLACE,Bronx,CRESTON AVENUE,MORRIS AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,09/05/2024,06/27/2025,23C,1,294.248164548,Full Closure: Schools,45.0,5,0,2024-09-05,2025-06-27,296,212,1908.0,ok,"LINESTRING (-73.901162 40.859349, -73.900192 40.859016)"
OS123,Decatur Block Association,DECATUR AVENUE,Bronx,EAST 194 STREET,EAST 195 STREET,"wed,thu,fri",approvedFull,,,,,10:00,16:30,10:00,16:30,10:00,16:30,,,,,06/01/2024,08/24/2024,23C,1,582.539521483,Full Closure,19.5,3,0,2024-06-01,2024-08-24,85,36,234.0,ok,"LINESTRING (-73.890162 40.863476, -73.888896 40.864754)"
OS124,I.S.61Q Leonardo Da Vinci,50 AVENUE,Queens,99 STREET,98 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:50,15:30,07:50,15:30,07:50,15:30,07:50,15:30,07:50,15:30,,,,,09/05/2024,06/27/2025,23C,1,531.342069073,Full Closure: Schools,38.333333333333336,5,0,2024-09-05,2025-06-27,296,212,1625.3333333333335,ok,"LINESTRING (-73.864241 40.742456, -73.86241 40.74289)"
OS125,PS14Q Fairview School,VAN DOREN STREET,Queens,OTIS AVENUE,MARTENSE AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:15,07:30,15:15,07:30,15:15,07:30,15:15,07:30,15:15,,,,,09/05/2024,06/27/2025,23C,1,466.169604233,Full Closure: Schools,38.75,5,0,2024-09-05,2025-06-27,296,212,1643.0,ok,"LINESTRING (-73.855724 40.740957, -73.854175 40.740456)"
OS126,PS14Q Fairview School,OTIS AVENUE,Queens,VAN DOREN STREET,108 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:15,07:30,15:15,07:30,15:15,07:30,15:15,07:30,15:15,,,,,09/05/2024,06/27/2025,23C,1,256.316805361,Full Closure: Schools,38.75,5,0,2024-09-05,2025-06-27,296,212,1643.0,ok,"LINESTRING (-73.854175 40.740456, -73.853813 40.741104)"
OS127,PS 129,9 AVENUE,Queens,128 STREET,129 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,04:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,03/08/2024,06/27/2025,23C,1,253.926846929,Full Closure: Schools,36.0,4,1,2024-03-08,2025-06-27,477,273,2457.0,ok,"LINESTRING (-73.84 40.789252, -73.839084 40.789221)"
OS128,Frontline Nutrition Services,BOLTON AVENUE,Bronx,LAFAYETTE AVENUE,STORY AVENUE,sat,approvedFull,,,,,,,,,,,11:00,18:00,,,08/03/2024,08/24/2024,23C,1,811.804700968,Full Closure,7.0,1,0,2024-08-03,2024-08-24,22,4,28.0,ok,"LINESTRING (-73.859262 40.821882, -73.859784 40.824074)"
OS129,P.S. 83 The Donald Hertz School,RHINELANDER AVENUE,Bronx,BOGART AVENUE,RADCLIFF AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,09/05/2024,06/27/2025,23C,1,259.942169485,Full Closure: Schools,20.0,5,0,2024-09-05,2025-06-27,296,212,848.0,ok,"LINESTRING (-73.859425 40.849324, -73.858617 40.849688)"
OS130,PS201 Q,155 STREET,Queens,65 AVENUE,DEAD END,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,02/05/2024,06/28/2024,23C,1,329.221163277,Full Closure: Schools,50.0,5,0,2024-02-05,2024-06-28,145,105,1050.0,ok,"LINESTRING (-73.81333 40.737102, -73.813387 40.7362)"
OS131,P.S. 120 Queens,136 STREET,Queens,58 AVENUE,58 ROAD,"mon,tue,wed,thu,fri",approvedFullSchools,08:30,13:45,08:30,13:45,08:30,13:45,08:30,13:45,08:30,13:45,,,,,01/01/2024,06/27/2025,23C,1,257.498583692,Full Closure: Schools,26.25,5,0,2024-01-01,2025-06-27,544,390,2047.5,ok,"LINESTRING (-73.829301 40.745633, -73.829418 40.744932)"
OS132,Asian American Federation,BARTON AVENUE,Queens,149 PLACE,150 STREET,"fri,sat,sun",approvedFull,,,,,,,,,09:00,23:00,09:00,23:00,09:00,21:00,03/15/2024,11/15/2024,23C,1,254.18935055,Full Closure,40.0,3,0,2024-03-15,2024-11-15,246,106,1414.0,ok,"LINESTRING (-73.815017 40.76285, -73.814152 40.763083)"
OS133,ADDISLEIGH PARK CIVIC ORGANIZATION,110 AVENUE,Queens,180 STREET,DEAD END,"mon,tue,wed,thu,fri,sat,sun",approvedFull,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,09:00,17:00,12:00,18:00,06/22/2024,11/30/2024,23C,1,121.790108233,Full Closure,59.0,7,0,2024-06-22,2024-11-30,162,162,1365.0,ok,"LINESTRING (-73.773957 40.699806, -73.773594 40.699994)"
OS134,Addisleigh Park Civic Organization,MURDOCK AVENUE,Queens,180 STREET,DEAD END,"mon,tue,wed,thu,fri,sat,sun",approvedFull,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,01/01/2024,12/31/2024,23C,1,128.750247937,Full Closure,91.0,7,0,2024-01-01,2024-12-31,366,366,4758.0,ok,"LINESTRING (-73.770344 40.69606, -73.769971 40.69627)"
OS135,34th Avenue Open Streets Coalition,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,02/01/2024,12/31/2024,23C,53,13691.5999916676,Limited Local Access,91.0,7,0,2024-02-01,2024-12-31,335,335,4355.0,ok,"MULTILINESTRING ((-73.897157 40.752457, -73.897052 40.752501), (-73.87573 40.754661, -73.874802 40.754768), (-73.880394 40.754257, -73.879463 40.754354), (-73.881322 40.754164, -73.880394 40.754257), (-73.883168 40.753878, -73.882238 40.753977), (-73.892467 40.752911, -73.891536 40.753), (-73.896198 40.752593, -73.895265 40.752688), (-73.875747 40.754755, -73.874817 40.754852), (-73.894322 40.752712, -73.89339 40.752809), (-73.891552 40.753084, -73.89062 40.753181), (-73.878521 40.754368, -73.877589 40.754464), (-73.881306 40.754072, -73.880378 40.754169), (-73.895265 40.752688, -73.894338 40.752796), (-73.878535 40.754447, -73.877605 40.754552), (-73.877589 40.754464, -73.876659 40.754562), (-73.896185 40.752523, -73.895252 40.752616), (-73.890606 40.753102, -73.889677 40.7532), (-73.873885 40.75494, -73.872711 40.755064), (-73.886903 40.753575, -73.885972 40.753671), (-73.885972 40.753671, -73.885043 40.753763), (-73.884097 40.753783, -73.883168 40.753878), (-73.892481 40.75299, -73.891552 40.753084), (-73.89062 40.753181, -73.889691 40.75328), (-73.891536 40.753, -73.890606 40.753102), (-73.877605 40.754552, -73.876675 40.754652), (-73.885029 40.753686, -73.884097 40.753783), (-73.886888 40.753492, -73.885957 40.753586), (-73.885043 40.753763, -73.884107 40.753871), (-73.880378 40.754169, -73.879447 40.754267), (-73.876675 40.754652, -73.875747 40.754755), (-73.879447 40.754267, -73.878521 40.754368), (-73.87387 40.754855, -73.87267 40.754987), (-73.884107 40.753871, -73.883184 40.753967), (-73.894338 40.752796, -73.893404 40.75289), (-73.879463 40.754354, -73.878535 40.754447), (-73.883184 40.753967, -73.882253 40.754061), (-73.882238 40.753977, -73.881306 40.754072), (-73.895252 40.752616, -73.894322 40.752712), (-73.876659 40.754562, -73.87573 40.754661), (-73.89339 40.752809, -73.892467 40.752911), (-73.885957 40.753586, -73.885029 40.753686), (-73.882253 40.754061, -73.881322 40.754164), (-73.887817 40.753399, -73.886888 40.753492), (-73.897157 40.752457, -73.897043 40.752431), (-73.897043 40.752431, -73.896185 40.752523), (-73.889677 40.7532, -73.888749 40.753301), (-73.893404 40.75289, -73.892481 40.75299), (-73.889691 40.75328, -73.888762 40.753373), (-73.897052 40.752501, -73.896198 40.752593), (-73.874802 40.754768, -73.87387 40.754855), (-73.874817 40.754852, -73.873885 40.75494), (-73.888762 40.753373, -73.887829 40.753468), (-73.887829 40.753468, -73.886903 40.753575), (-73.888749 40.753301, -73.887817 40.753399))"
OS136,Middle School 88,18 STREET,Brooklyn,7 AVENUE,6 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,,,,,09/05/2024,06/27/2025,23C,3,894.0409330823001,Full Closure: Schools,15.0,5,0,2024-09-05,2025-06-27,296,212,636.0,ok,"MULTILINESTRING ((-73.987603 40.660401, -73.98745 40.66019), (-73.987352 40.660387, -73.987251 40.660379), (-73.987603 40.660401, -73.987352 40.660387), (-73.987879 40.660734, -73.987603 40.660401), (-73.98947 40.661699, -73.987879 40.660734))"
OS137,PS 118,7 STREET,Brooklyn,4 AVENUE,5 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,04/17/2024,06/27/2025,23C,1,773.440445724,Full Closure: Schools,45.0,5,0,2024-04-17,2025-06-27,437,313,2817.0,ok,"LINESTRING (-73.987649 40.671522, -73.985294 40.670385)"
OS138,Salsa Stories,SUFFOLK STREET,Manhattan,RIVINGTON STREET,DELANCEY STREET,sun,approvedFull,,,,,,,,,,,,,16:00,19:30,08/11/2024,09/15/2024,23C,1,478.161184793,Full Closure,3.5,1,0,2024-08-11,2024-09-15,36,6,21.0,ok,"LINESTRING (-73.986523 40.718112, -73.985911 40.719339)"
OS139,The Buckley School,EAST 73 STREET,Manhattan,LEXINGTON AVENUE,PARK AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,07/01/2024,06/27/2025,23C,1,476.874610857,Full Closure: Schools,25.0,5,0,2024-07-01,2025-06-27,362,260,1300.0,ok,"LINESTRING (-73.963214 40.77174, -73.961708 40.771106)"
OS140,The Allen-Stevenson School,EAST 78 STREET,Manhattan,PARK AVENUE,LEXINGTON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,09/05/2024,06/27/2025,23C,1,477.36020476,Full Closure: Schools,40.0,5,0,2024-09-05,2025-06-27,296,212,1696.0,ok,"LINESTRING (-73.960904 40.774909, -73.959394 40.774278)"
OS141,The Dalton School,EAST 91 STREET,Manhattan,PARK AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,14:00,10:30,14:00,10:30,14:00,10:30,14:00,10:30,14:00,,,,,09/05/2024,06/27/2025,23C,1,476.087224304,Full Closure: Schools,17.5,5,0,2024-09-05,2025-06-27,296,212,742.0,ok,"LINESTRING (-73.956487 40.784045, -73.954987 40.783406)"
OS142,Uptown Grand Central,EAST 101 STREET,Manhattan,PARK AVENUE,LEXINGTON AVENUE,sat,approvedFull,,,,,,,,,,,12:00,20:00,,,05/18/2024,06/29/2024,23C,1,471.141559405,Full Closure,8.0,1,0,2024-05-18,2024-06-29,43,7,56.0,ok,"LINESTRING (-73.950091 40.789684, -73.948605 40.789055)"
OS143,Morningside Area Alliance,LA SALLE STREET,Manhattan,CLAREMONT AVENUE,BROADWAY,thu,approvedFull,,,,,,,15:30,21:00,,,,,,,05/02/2024,10/31/2024,23C,1,281.667073568,Full Closure,5.5,1,0,2024-05-02,2024-10-31,183,27,148.5,ok,"LINESTRING (-73.959792 40.813823, -73.96069 40.814187)"
OS144,"120 Marcus Meets Malcolm, Inc",WEST 120 STREET,Manhattan,LENOX AVENUE,MOUNT MORRIS PARK WEST,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,22:00,10:00,22:00,10:00,20:00,02/01/2024,01/31/2025,23C,1,504.450638949,Limited Local Access,74.0,7,0,2024-02-01,2025-01-31,366,366,3870.0,ok,"LINESTRING (-73.946131 40.803877, -73.947724 40.804549)"
OS145,The Police Athletic League,WEST 124 STREET,Manhattan,MOUNT MORRIS PARK WEST,LENOX AVENUE,"mon,tue,wed,thu",approvedFull,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,,,,,,,07/08/2024,08/22/2024,23C,1,504.293556802,Full Closure,20.0,4,0,2024-07-08,2024-08-22,46,28,140.0,ok,"LINESTRING (-73.944302 40.806391, -73.945894 40.807063)"
OS146,P.S. 176 The Cambria Heights School,235 STREET,Queens,120 AVENUE,121 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,09/05/2024,06/27/2025,23C,1,636.170494076,Full Closure: Schools,37.5,5,0,2024-09-05,2025-06-27,296,212,1590.0,ok,"LINESTRING (-73.729605 40.68625, -73.73044 40.684623)"
OS147,NYC DoE - Community Health Academy of the Heights,WEST 158 STREET,Manhattan,BROADWAY,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,11:30,14:00,11:30,14:00,11:30,14:00,11:30,14:00,11:00,13:15,,,,,09/05/2024,06/27/2025,23C,1,865.626574327,Full Closure: Schools,12.25,5,0,2024-09-05,2025-06-27,296,212,519.25,ok,"LINESTRING (-73.941577 40.833487, -73.944316 40.834635)"
OS148,NYCDOE Mosaic 3K/Pre-k Center 24Q331 @ Q364,41 AVENUE,Queens,75 STREET,76 STREET,"wed,fri",approvedFullSchools,,,,,08:30,11:30,,,08:30,11:30,,,,,09/05/2024,06/27/2025,23C,1,251.105427754,Full Closure: Schools,6.0,2,0,2024-09-05,2025-06-27,296,85,255.0,ok,"LINESTRING (-73.890151 40.745308, -73.889255 40.745411)"
OS149,PS 330Q Helen M. Marshall,110 STREET,Queens,34 AVENUE,NORTHERN BOULEVARD,"mon,tue,wed,thu,fri",approvedFullSchools,07:15,14:30,07:15,14:30,07:15,14:30,07:15,14:30,07:15,14:30,,,,,09/05/2024,06/27/2025,23C,1,526.14459784,Full Closure: Schools,36.25,5,0,2024-09-05,2025-06-27,296,212,1537.0,ok,"LINESTRING (-73.859513 40.757879, -73.85882 40.756534)"
OS150,P.S. 28Q The Thomas Emanuel Early Childhood Center,47 AVENUE,Queens,109 STREET,111 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,,,,,09/05/2024,06/27/2025,23C,1,436.778377202,Full Closure: Schools,40.0,5,0,2024-09-05,2025-06-27,296,212,1696.0,ok,"LINESTRING (-73.855154 40.747038, -73.853682 40.747469)"
OS151,PS143Q The Louis Armstrong Elementary School,113 STREET,Queens,34 AVENUE,37 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:55,14:30,07:55,14:30,07:55,14:30,07:55,14:30,07:55,14:30,,,,,09/05/2024,06/27/2025,23C,1,922.08027428,Full Closure: Schools,32.916666666666664,5,0,2024-09-05,2025-06-27,296,212,1395.6666666666665,ok,"LINESTRING (-73.856018 40.75703, -73.854776 40.754682)"
OS152,il Buco,BOND STREET,Manhattan,LAFAYETTE STREET,BOWERY,"mon,tue,wed,thu,fri,sat,sun",approvedFull,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,10:00,23:00,10:00,23:00,04/01/2024,10/31/2024,23C,1,655.012473623,Full Closure,58.5,7,0,2024-04-01,2024-10-31,214,214,1781.0,ok,"LINESTRING (-73.99413 40.72664, -73.992134 40.725677)"
OS153,Hudson Yards Hell's Kitchen Alliance,HUDSON BOULEVARD EAST,Manhattan,WEST 35 STREET,WEST 36 STREET,"mon,tue,wed,thu,fri,sat",approvedLimited,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,05/01/2024,11/02/2024,23C,1,256.005732973,Limited Local Access,60.0,6,0,2024-05-01,2024-11-02,186,160,1600.0,ok,"LINESTRING (-73.999959 40.7558, -73.99946 40.756391)"
OS154,"Boriken Neighborhood Health Center/ East Harlem Council for Human Services, Inc.",EAST 123 STREET,Manhattan,2 AVENUE,3 AVENUE,fri,approvedFull,,,,,,,,,10:00,16:00,,,,,07/12/2024,08/30/2024,23C,1,708.373491968,Full Closure,6.0,1,0,2024-07-12,2024-08-30,50,8,48.0,ok,"LINESTRING (-73.93677 40.802396, -73.934533 40.801452)"
OS155,Kettle of Fish,CHRISTOPHER STREET,Manhattan,WAVERLY PLACE,7 AVENUE SOUTH,"fri,sat,sun",approvedFull,,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,04/12/2024,04/11/2025,23C,1,445.020135943,Full Closure,28.0,3,0,2024-04-12,2025-04-11,365,157,1462.0,ok,"MULTILINESTRING ((-74.00266 40.733646, -74.002786 40.733633), (-74.001758 40.733768, -74.00266 40.733646), (-74.001205 40.733843, -74.001758 40.733768))"
OS156,PS 109 Sedgwick School,PALISADE PLACE,Bronx,POPHAM AVENUE,POPHAM AVENUE,mon,approvedFullSchools,07:30,16:30,,,,,,,,,,,,,09/05/2024,06/27/2025,23C,1,496.892130573,Full Closure: Schools,9.0,1,0,2024-09-05,2025-06-27,296,42,378.0,ok,"MULTILINESTRING ((-73.918326 40.851543, -73.918199 40.851819), (-73.918199 40.851819, -73.918638 40.852382), (-73.918638 40.852382, -73.918838 40.852771))"
OS157,Thomas A. Edison CTE High School,84 AVENUE,Queens,168 STREET,164 PLACE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,09/05/2024,06/27/2025,23C,1,1202.67374249,Full Closure: Schools,45.0,5,0,2024-09-05,2025-06-27,296,212,1908.0,ok,"MULTILINESTRING ((-73.80157 40.715204, -73.799589 40.715494), (-73.799589 40.715494, -73.799432 40.715539), (-73.799432 40.715539, -73.799282 40.715597), (-73.799282 40.715597, -73.79914 40.715667), (-73.797622 40.715901, -73.797484 40.715789), (-73.79914 40.715667, -73.79901 40.715747), (-73.79901 40.715747, -73.798891 40.715814), (-73.798891 40.715814, -73.798757 40.715868), (-73.798757 40.715868, -73.798611 40.715906), (-73.798611 40.715906, -73.798459 40.715926), (-73.798459 40.715926, -73.798307 40.715928), (-73.798307 40.715928, -73.79816 40.715912), (-73.79816 40.715912, -73.797622 40.715901))"
OS158,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",MINTHORNE STREET,Staten Island,BAY STREET,VICTORY BOULEVARD,"fri,sat",approvedFull,,,,,,,,,16:00,00:00,11:00,00:00,,,04/19/2024,10/31/2024,23C,1,570.65356566,Full Closure,21.0,2,0,2024-04-19,2024-10-31,196,56,588.0,ok,"MULTILINESTRING ((-74.075561 40.636744, -74.076179 40.636562), (-74.075329 40.637639, -74.075561 40.636744), (-74.075292 40.637785, -74.075329 40.637639))"
OS159,Meatpacking District Management Association,9 AVENUE,Manhattan,WEST 14 STREET,WEST 15 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,00:01,23:59,00:01,23:59,00:01,23:59,00:01,23:59,00:01,23:59,00:01,23:59,00:01,23:59,04/01/2024,12/31/2024,23C,1,288.368092098,Full Closure,167.76666666666665,7,0,2024-04-01,2024-12-31,275,275,6590.833333333333,ok,"MULTILINESTRING ((-74.005442 40.740982, -74.005389 40.741056), (-74.005389 40.741056, -74.005159 40.741371), (-74.005159 40.741371, -74.004938 40.741674))"
OS160,Saint David's School,EAST 89 STREET,Manhattan,5 AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,07/01/2024,06/27/2025,23C,1,507.995575908,Full Closure: Schools,20.0,5,0,2024-07-01,2025-06-27,362,260,1040.0,ok,"MULTILINESTRING ((-73.957645 40.782891, -73.957404 40.78279), (-73.957855 40.782977, -73.957645 40.782891), (-73.959012 40.783461, -73.957855 40.782977))"
OS161,Manhattan Day School,WEST 75 STREET,Manhattan,WEST END AVENUE,RIVERSIDE DRIVE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,15:45,10:00,15:45,10:00,15:45,10:00,15:45,10:00,13:45,,,,,09/05/2024,06/27/2025,23C,1,543.967906417,Full Closure: Schools,26.75,5,0,2024-09-05,2025-06-27,296,212,1133.0,ok,"MULTILINESTRING ((-73.983062 40.781758, -73.983464 40.781932), (-73.983464 40.781932, -73.983654 40.782012), (-73.983654 40.782012, -73.984779 40.782483))"
OS162,"PS 421M West Prep Academy, NYCPS",WEST 108 STREET,Manhattan,AMSTERDAM AVENUE,BROADWAY,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,09/05/2024,06/27/2025,23C,1,866.629855312,Full Closure: Schools,35.0,5,0,2024-09-05,2025-06-27,296,212,1484.0,ok,"MULTILINESTRING ((-73.964759 40.801742, -73.96673 40.802572), (-73.96673 40.802572, -73.967222 40.802779), (-73.967222 40.802779, -73.967497 40.802895))"
OS163,Community League of the Heights (CLOTH),WEST 159 STREET,Manhattan,BROADWAY,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,07/08/2024,08/16/2024,23C,1,869.122113658,Full Closure,40.0,5,0,2024-07-08,2024-08-16,40,30,240.0,ok,"MULTILINESTRING ((-73.941118 40.834114, -73.943101 40.834945), (-73.943101 40.834945, -73.943244 40.835005), (-73.943244 40.835005, -73.943868 40.835267))"
